Engine,buy_now,item_url,WoF expires,Seats,Cylinders,Import history,Stereo description,Transmission,Model detail,location,Number of owners,Body,Registration expires,Body style,Number plate,Engine size,AA Inspection Report,History,4WD,Fuel type,asking_price,Kilometres,start_price
,"['$10,900']",https://www.trademe.co.nz/motors/used-cars/subaru/auction-2156527221.htm?rsqid=c2e42849d2484b83ae86f28dd1213895-001,Aug 2019,5,,,,Automatic,I,"['Auckland City, Auckland, NZ']",,"Grey, 5 door, Station Wagon",Jul 2019,,EGY827,2457,,"2 owners, NZ New",Yes,Petrol,[],"133,620","['$6,000.00']"
,[],https://www.trademe.co.nz/motors/used-cars/mercedesbenz/auction-2151929958.htm?rsqid=8505a6ba1dc84f049960c6be256f893b-001,,4,,,CD(s),Automatic,BLUETEC Diesel AMG Package,"['Auckland City, Auckland, NZ']",,"Grey, 2 door, Coupe",,,,2987,,,,Diesel,"['$39,990']","58,300",[]
,"['$34,995']",https://www.trademe.co.nz/motors/used-cars/ssangyong/auction-2158329424.htm?rsqid=cbbadfdcf8d24f5d8b7eb9d9911deda5-001,May 2020,7,,,,Automatic,Spr 2.2,"['New Plymouth, Taranaki, NZ']",,"Dark Blue, 5 door, RV/SUV",,,GOOD1,2157,,"1 owner, NZ New",Yes,Diesel,[],"34,663","['$29,995.00']"
,[],https://www.trademe.co.nz/motors/used-cars/honda/auction-2155509824.htm?rsqid=8a90278f8fac441d90603bb2ae9ba9cd-001,,5,,,"CD(s), Radio",Automatic,LOW KMS/DARK TRIM/REVERSE CAMERA,"['Auckland City, Auckland, NZ']",,"SILVER, 4 door, Sedan",,,,2000,,,,Petrol,"['$8,974']","46,124",[]
"4 cylinder, 2000",[],https://www.trademe.co.nz/motors/used-cars/mazda/auction-2153259524.htm?rsqid=fd2aa374db104a03a346fe65449a1287-001,May 2020,5,,,,Manual,GLXi,"['Rangiora, Canterbury, NZ']",,"Dark Blue, 5 door, Station Wagon",Nov 2019,,MDQ348,,,"5+ owners, NZ New",,Petrol,"['$3,200']","157,000",[]
"4 cylinder, 1998",[],https://www.trademe.co.nz/motors/used-cars/mazda/auction-2049683765.htm?rsqid=b494b0f6d5724c3b8eef82dc8c66e2da-001,Sep 2019,7,,,,Automatic,2006 Premacy,"['Auckland City, Auckland, NZ']",,"Black, 5 door, RV/SUV",Expired,,HWK441,,,"3 owners, Imported",,Petrol,"['$4,400']","128,613",[]
,[],https://www.trademe.co.nz/motors/used-cars/lexus/auction-2048848639.htm?rsqid=3b86f2fab0f34ca4a4fba9a8cafccb3c-001,,5,,,,Automatic,Limited 2.5L Petrol,"['Christchurch City, Canterbury, NZ']",,"BLACK, Sedan",,,GPD656,2500,,,,Petrol,"['$23,990']","30,000",[]
,[],https://www.trademe.co.nz/motors/used-cars/mercedesbenz/auction-2057499104.htm?rsqid=767fdadecedf4be394e71dd866532225-001,,,,Imported,,Automatic,4.7V8 Bi Turbo **NEW SHAPE**,"['Auckland City, Auckland, NZ']",,"Black, 4 door, Sedan",,,,4700,,,,Petrol,"['$36,995']","96,769",[]
,[],https://www.trademe.co.nz/motors/used-cars/bmw/auction-2149069566.htm?rsqid=8c057464927c4232a5bb72a921771419-001,Jan 2020,,,,,,,"['Christchurch City, Canterbury, NZ']",,"Silver, Sedan",Expired,,EZN677,2970,,"4 owners, Imported",,Petrol,"['$5,000']","143,374",[]
,[],https://www.trademe.co.nz/motors/used-cars/holden/auction-2152676171.htm?rsqid=b494b0f6d5724c3b8eef82dc8c66e2da-001,,5,,NZ New,,Automatic,Z71 2.8D D/CAB 4WD,"['Christchurch City, Canterbury, NZ']",,"Grey, 4 door, Ute",,,JRM604,2776,,,Yes,Diesel,"['$36,950']","81,110",[]
,[],https://www.trademe.co.nz/motors/used-cars/toyota/auction-2152285514.htm?rsqid=2cc80bba9bfc47909683872a3aa1edc2-001,,5,,,"CD(s), Radio",Automatic,**Body-kit*Hybrid*Cruise Control*,"['Hamilton, Waikato, NZ']",,"Black, 4 door, Sedan",,,,2400,,,,Petrol,"['$12,990']","89,700",[]
,"['$19,995']",https://www.trademe.co.nz/motors/used-cars/nissan/auction-2154503442.htm?rsqid=72859354cc9649ea924a0243b084880b-001,Aug 2019,,,,,,Granroad,"['Papakura, Auckland, NZ']",,"White, Station Wagon",Aug 2019,,CLW247,4169,,"3 owners, Imported",Yes,Diesel,[],"298,217","['$16,000.00']"
,[],https://www.trademe.co.nz/motors/used-cars/ford/auction-2056291086.htm?rsqid=d1cf42f50e954c7b963fee547390ff0b-001,,,,NZ New,,Manual,3 Litre Diesel Manual,"['Christchurch City, Canterbury, NZ']",,"Black, 4 door, Ute",,,EQM421,3000,,,,Diesel,"['$15,850']","212,000",[]
,[],https://www.trademe.co.nz/motors/used-cars/subaru/auction-2152238807.htm?rsqid=2cc80bba9bfc47909683872a3aa1edc2-001,,,,Imported,,Automatic,3.0L 4WD,"['Auckland City, Auckland, NZ']",,"Black, Station Wagon",,,HBW545,2990,,,Yes,Petrol,"['$4,990']","178,000",[]
,"['$8,000']",https://www.trademe.co.nz/motors/used-cars/holden/auction-2161183478.htm?rsqid=e62b3865dda94b5892d0405302ead3a5-001,Apr 2020,5,,,,Automatic,CDX,"['North Shore, Auckland, NZ']",,"Black, Station Wagon",Aug 2019,,GSE246,1796,,"1 owner, NZ New",,Petrol,[],"214,283","['$7,000.00']"
,[],https://www.trademe.co.nz/motors/used-cars/toyota/auction-2045160362.htm?rsqid=3112c85950724cfdb153d1adf85f74e7-001,,5,,,,Automatic,1.3 F New Shape Low KM,"['Auckland City, Auckland, NZ']",,"White, 5 door, Hatchback",,,,1300,,,,Petrol,"['$9,990']","25,000",[]
,[],https://www.trademe.co.nz/motors/used-cars/great-wall/auction-2148886098.htm?rsqid=dfcacf56cbf54a1da46ab9fd1b25b143-001,,,,NZ New,,Automatic,2.0L TDI SUV 4WD NZ NEW,"['Auckland City, Auckland, NZ']",,"Blue, 5 door, RV/SUV",,,GHR654,1996,,,Yes,Diesel,"['$11,990']","49,654",[]
,[],https://www.trademe.co.nz/motors/used-cars/audi/auction-2157267693.htm?rsqid=4de5e0d21dfe4fbb91b579825d5ebebc-001,Apr 2020,,,,,Automatic,1.8T FSI,"['Auckland City, Auckland, NZ']",,"Black, Sedan",Sep 2019,,LFU236,1791,,"1 owner, Imported",,Petrol,"['$13,000']","89,254",[]
,[],https://www.trademe.co.nz/motors/used-cars/audi/auction-2047626249.htm?rsqid=d836209d01b24c87947792f1c6469ac9-001,,,,,,Automatic,S LINE FACELIFT AVANT 2.0L,"['Auckland City, Auckland, NZ']",,"Black, 5 door, Station Wagon",,,,2000,,,,Petrol,"['$23,990']","81,535",[]
"4 cylinder, 1242",[],https://www.trademe.co.nz/motors/used-cars/suzuki/auction-2048282144.htm?rsqid=55f53edf8b114ff79592b81e8b68cb4f-001,Sep 2019,5,,,,Automatic,Very Low Running Cost. Fuel Economical ,"['Papakura, Auckland, NZ']",,"Red, 4 door, Hatchback",Sep 2019,,LGF995,,,"3 owners, Imported",,Petrol,"['$9,980']","115,000",[]
,[],https://www.trademe.co.nz/motors/used-cars/nissan/auction-2061032129.htm?rsqid=c8fcaf3c472c48539f51827965642933-001,,5,,,CD(s),Automatic,LATIO,"['Christchurch City, Canterbury, NZ']",,"Silver, 4 door, Sedan",,,,1500,,,,Petrol,"['$6,450']","71,425",[]
,[],https://www.trademe.co.nz/motors/used-cars/nissan/auction-2056727031.htm?rsqid=dc556dc843e247439a6079177352acb1-001,,5,,,,Automatic,CROSSOVER 370GT,"['Nelson, Nelson Bays, NZ']",,"Grey, 5 door, RV/SUV",,,,3700,,,,Petrol,"['$13,990']","98,168",[]
,[],https://www.trademe.co.nz/motors/used-cars/suzuki/auction-2056458955.htm?rsqid=d1cf42f50e954c7b963fee547390ff0b-001,,,,,,Automatic,PLUS,"[""Hastings, Hawke's Bay, NZ""]",,"Black, Hatchback",,,,1242,,,,Petrol,"['$22,500']",less than 1000,[]
,[],https://www.trademe.co.nz/motors/used-cars/ford/auction-2158045249.htm?rsqid=cbbadfdcf8d24f5d8b7eb9d9911deda5-001,,,,NZ New,CD(s),Automatic,2.0 litre Hatch Trade in Special,"['Christchurch City, Canterbury, NZ']",,"Chill Metallic, Hatchback",,,FRT172,1999,,,,Petrol,"['$9,980']","87,012",[]
,[],https://www.trademe.co.nz/motors/used-cars/volkswagen/auction-2052335086.htm?rsqid=79c3459d62b64030ba7d2c189bbf4be5-001,,5,,,CD(s),Automatic,Highline 2WD Auto,"['Hamilton, Waikato, NZ']",,"Black, Ute",,,JUP484,1968,,,,Diesel,"['$37,990']","56,700",[]
,[],https://www.trademe.co.nz/motors/used-cars/toyota/auction-2159671763.htm?rsqid=1626df020fb341bd892fe2e4ee09ec9c-001,,5,,,"CD(s), Radio",Automatic,150G NEW SHAPE,"['Manukau, Auckland, NZ']",,"Pearl, 5 door, Hatchback",,,,1500,,,,Petrol,"['$8,480']","23,298",[]
"8 cylinder, 308",[],https://www.trademe.co.nz/motors/used-cars/holden/auction-2154446078.htm?rsqid=72859354cc9649ea924a0243b084880b-001,,3,,,,Automatic,WB,"['Auckland City, Auckland, NZ']",,"blue, 2 door, Ute",Oct 2019,,FFL733,,,,,Petrol,[],,"['$30,000.00']"
"4 cylinder, 2402",[],https://www.trademe.co.nz/motors/used-cars/land-rover/auction-2045981555.htm?rsqid=3112c85950724cfdb153d1adf85f74e7-001,Nov 2019,7,,,,Manual,Sw,"['Hamilton, Waikato, NZ']",,"Silver, 5 door, RV/SUV",Nov 2019,,A911,,,"3 owners, NZ New",Yes,Diesel,"['$52,000']","73,600",[]
,[],https://www.trademe.co.nz/motors/used-cars/mercedesbenz/auction-2044916607.htm?rsqid=a8d59e681dbe42fdb0c00a02aaab53ef-001,,5,,NZ New,,Automatic,MERCEDES-AMG G63 5.5,"['Auckland City, Auckland, NZ']",,"BLACK, Station Wagon",,,LHK292,5461,,,,Petrol,"['$229,990']","1,000",[]
,[],https://www.trademe.co.nz/motors/used-cars/toyota/auction-2149432095.htm?rsqid=2b3431a3cb554a2daf4abe6f3d0f561c-001,,5,,,,Automatic,"Alpha, camchain, super eco","['Manukau, Auckland, NZ']",,"White, 5 door, Hatchback",,,,1800,,,,Hybrid,"['$15,420']","79,387",[]
,[],https://www.trademe.co.nz/motors/used-cars/ford/auction-2150242687.htm?rsqid=d4d05d3313324e4981ca29ca5ab98adc-001,,5,,NZ New,CD(s),,"2.5TD, XLX 4WD Dual Cab","['Auckland City, Auckland, NZ']",,"Grey, 4 door, Ute",,,DPE687,2499,,,Yes,Diesel,"['$15,995']","192,767",[]
,[],https://www.trademe.co.nz/motors/used-cars/mazda/auction-2060798087.htm?rsqid=17c7df6c078a45e0b73e2d785d80cad4-001,,,,,,Automatic,GSX,"['Lower Hutt City, Wellington, NZ']",,"White, Station Wagon",,,KLP364,2488,,,,Petrol,"['$33,980']","33,050",[]
,[],https://www.trademe.co.nz/motors/used-cars/isuzu/auction-2151245305.htm?rsqid=205c5e3ddf5f473982ed7781738b2188-001,,5,,NZ New,"CD(s), Radio",Manual,LS 3.0D D/CAB 2WD MAN,"['Wellington City, Wellington, NZ']",,"Black, 4 door, Ute",,,HWS91,2999,,,,Diesel,"['$23,950']","110,516",[]
,[],https://www.trademe.co.nz/motors/used-cars/mazda/auction-2061635576.htm?rsqid=107e8d86b90447828a22f82611b7eb1c-001,Dec 2020,2,,,,Manual,Roadster Gt,"['Waitakere, Auckland, NZ']",,"Red, 2 door, Convertible",,,LBU450,1998,,"1 owner, NZ New",,Petrol,"['$45,000']","9,000",[]
,[],https://www.trademe.co.nz/motors/used-cars/mini/auction-2158129531.htm?rsqid=cbbadfdcf8d24f5d8b7eb9d9911deda5-001,,,,NZ New,,Manual,John Cooper Works Turbo,"['Auckland City, Auckland, NZ']",,"White, Hatchback",,,KBN532,1600,,,,Petrol,"['$26,995']","67,235",[]
,[],https://www.trademe.co.nz/motors/used-cars/toyota/auction-2061091242.htm?rsqid=c8fcaf3c472c48539f51827965642933-001,,,,,,Automatic,Surf Intercooled Turbo Diesel! No Deposit Finance Available! TAKE,"['Auckland City, Auckland, NZ']",,"Pearl White, RV/SUV",,,,3000,,,,Diesel,"['$16,450']","188,905",[]
,[],https://www.trademe.co.nz/motors/used-cars/mazda/auction-2060939775.htm?rsqid=17c7df6c078a45e0b73e2d785d80cad4-001,,,,,,Automatic,GLX *DEMO SPECIAL*,"['Palmerston North, Manawatu, NZ']",,"Sonic Silver, RV/SUV",,,,2000,,,,Petrol,"['$36,990']","3,000",[]
,[],https://www.trademe.co.nz/motors/used-cars/holden/auction-2047644214.htm?rsqid=d836209d01b24c87947792f1c6469ac9-001,,5,,NZ New,Radio,Automatic,Ltz Dc Pu 2.8D/6At,"['Auckland City, Auckland, NZ']",,"ORANGE, 4 door, Ute",,,MDG574,2776,,,,Diesel,"['$37,995']",less than 1000,[]
,[],https://www.trademe.co.nz/motors/used-cars/mitsubishi/auction-2158166681.htm?rsqid=cbbadfdcf8d24f5d8b7eb9d9911deda5-001,Jun 2019,5,,,,Automatic,Evolution X,"['Hibiscus Coast, Auckland, NZ']",,"Red, Sedan",Jun 2019,,FZU914,1998,,"5+ owners, NZ New",Yes,Petrol,[],"224,073","['$10,200.00']"
"4 cylinder, 1997",[],https://www.trademe.co.nz/motors/used-cars/bmw/auction-2154507758.htm?rsqid=72859354cc9649ea924a0243b084880b-001,Sep 2019,5,,,,Automatic,125I,"['Manukau, Auckland, NZ']",,"Grey, 5 door, Hatchback",Oct 2019,,MCW69,,,"1 owner, NZ New",,Petrol,"['$32,000']","47,900",[]
,[],https://www.trademe.co.nz/motors/used-cars/ford/auction-2158421601.htm?rsqid=71dc20d6e65f4047926524cdb3fb1047-001,,5,,,,Automatic,Fx4 XLT 3.2 DIESEL,"['Auckland City, Auckland, NZ']",,"GREY, Ute",,,LLL93,3198,,,,Diesel,"['$46,990']","9,000",[]
,[],https://www.trademe.co.nz/motors/used-cars/audi/auction-2154624883.htm?rsqid=72859354cc9649ea924a0243b084880b-001,Oct 2019,5,,,,Automatic,Avant 1.8 Tfsi,"['North Shore, Auckland, NZ']",,"Silver, Station Wagon",Expired,,KUE199,1798,,"2 owners, Imported",,Petrol,"['$13,995']","132,777",[]
,[],https://www.trademe.co.nz/motors/used-cars/toyota/auction-2048771072.htm?rsqid=55f53edf8b114ff79592b81e8b68cb4f-001,,,,,,Automatic,VX LIMITED,"[""Hastings, Hawke's Bay, NZ""]",,"Grey, RV/SUV",,,HZU912,2982,,,,Diesel,"['$59,990']","64,440",[]
,[],https://www.trademe.co.nz/motors/used-cars/subaru/auction-2149115618.htm?rsqid=8c057464927c4232a5bb72a921771419-001,,4,,,,Tiptronic,Type S,"['Christchurch City, Canterbury, NZ']",,"Blue, 2 door, Coupe",,,,2000,,,,Petrol,"['$20,989']","105,460",[]
,[],https://www.trademe.co.nz/motors/used-cars/honda/auction-2155557962.htm?rsqid=8a90278f8fac441d90603bb2ae9ba9cd-001,,7,,,CD(s),Automatic,2.4L Absolute 7 Seaters,"['Auckland City, Auckland, NZ']",,"Black, 5 door, Station Wagon",,,,2400,,,,Petrol,"['$5,200']","116,480",[]
,[],https://www.trademe.co.nz/motors/used-cars/honda/auction-2150991612.htm?rsqid=205c5e3ddf5f473982ed7781738b2188-001,,5,,,,Automatic,1.8 vtec camchain high spec,"['North Shore, Auckland, NZ']",,"White, 5 door, Sedan",,,,1800,,,,Petrol,"['$6,920']","85,611",[]
,[],https://www.trademe.co.nz/motors/used-cars/mercedesbenz/auction-2149296696.htm?rsqid=8c057464927c4232a5bb72a921771419-001,Jul 2019,5,,,,Automatic,Avantgarde,"['North Shore, Auckland, NZ']",,"Black, 4 door, Sedan",Aug 2019,,LQG546,3199,,"2 owners, NZ New",,Petrol,"['$6,995']","154,108",[]
,[],https://www.trademe.co.nz/motors/used-cars/honda/auction-2058092341.htm?rsqid=55f53edf8b114ff79592b81e8b68cb4f-001,,5,,Imported,"CD(s), Radio",Automatic,Hybrid!! SMART SELECTION!!,"['Manukau, Auckland, NZ']",,"White, 5 door, Hatchback",,,,1300,,,,Hybrid,"['$9,450']","81,084",[]
,[],https://www.trademe.co.nz/motors/used-cars/mitsubishi/auction-2160368308.htm?rsqid=70b510698b6240699ae0ee571b0605c8-001,,7,,NZ New,"CD(s), Radio",Automatic,XLS 2.4  AWD 7S,"['Auckland City, Auckland, NZ']",,"Black, 5 door, RV/SUV",,,HYC312,2360,,,Yes,Petrol,"['$24,999']","81,903",[]
,[],https://www.trademe.co.nz/motors/used-cars/mitsubishi/auction-2152684276.htm?rsqid=fd2aa374db104a03a346fe65449a1287-001,,7,,NZ New,,Automatic,XLS 2.4  AWD 7S,"['Christchurch City, Canterbury, NZ']",,"White, 5 door, RV/SUV",,,JSK465,2360,,,Yes,Petrol,"['$25,950']","91,808",[]
,[],https://www.trademe.co.nz/motors/used-cars/suzuki/auction-2157014634.htm?rsqid=bb4583d405a84557a57c807c9efb6e19-001,,5,,,,Automatic,- MANUKAU XG,"['Manukau, Auckland, NZ']",,"Red, Hatchback",,,DSF,1200,,,,Petrol,"['$5,470']","138,210",[]
,[],https://www.trademe.co.nz/motors/used-cars/bmw/auction-2159615783.htm?rsqid=9c9ec12ee28542bd8cbd6678b1c03991-001,,5,,,CD(s),Tiptronic,M Sports Package,"['Auckland City, Auckland, NZ']",,"Black, 2 door, Coupe",,,,1990,,,,Petrol,"['$40,990']","22,300",[]
,[],https://www.trademe.co.nz/motors/used-cars/kia/auction-2061124038.htm?rsqid=c8fcaf3c472c48539f51827965642933-001,,8,,,,Automatic,Premium 2.2L Diesel,"['Christchurch City, Canterbury, NZ']",,"SILVER, Van",,,LRM423,2199,,,,Diesel,"['$58,990']","8,500",[]
,[],https://www.trademe.co.nz/motors/used-cars/jaguar/auction-2046747838.htm?rsqid=6f4849456d034cf5839ffe876de81548-001,,5,,NZ New,Radio,Automatic,25D R Sport,"['Auckland City, Auckland, NZ']",,"Blue, 4 door, RV/SUV",,,KSB734,1999,,,,Diesel,"['$71,990']","14,100",[]
,[],https://www.trademe.co.nz/motors/used-cars/toyota/auction-2049222537.htm?rsqid=b494b0f6d5724c3b8eef82dc8c66e2da-001,,5,,,,Automatic,"1.5 vvti camchain, low ks","['Auckland City, Auckland, NZ']",,"Silver, 5 door, Hatchback",,,,1500,,,,Petrol,"['$5,920']","50,649",[]
,[],https://www.trademe.co.nz/motors/used-cars/mazda/auction-2158301728.htm?rsqid=cbbadfdcf8d24f5d8b7eb9d9911deda5-001,,5,,NZ New,,Automatic,GSX 1.5 Hatch NZ New,"['Tauranga, Bay of Plenty, NZ']",,"Blue, Hatchback",,,MDJ575,1500,,,,Petrol,"['$15,880']","53,000",[]
,"['$13,000']",https://www.trademe.co.nz/motors/used-cars/mercedesbenz/auction-2152548915.htm?rsqid=fd2aa374db104a03a346fe65449a1287-001,This month,5,,,,Tiptronic,Kompressor Station Wagon,"['Christchurch City, Canterbury, NZ']",,"Grey, 4 door, Station Wagon",Nov 2019,,JUJ65,1795,,"2 owners, Imported",,Petrol,[],"103,388","['$7,000.00']"
,[],https://www.trademe.co.nz/motors/used-cars/holden/auction-2157112846.htm?rsqid=4de5e0d21dfe4fbb91b579825d5ebebc-001,,,,,,Manual,Z71 4x4 Crew,"['Palmerston North, Manawatu, NZ']",,"Summit White, Ute",,,KCH455,2776,,,,Diesel,"['$45,990']","44,942",[]
,[],https://www.trademe.co.nz/motors/used-cars/nissan/auction-2054083304.htm?rsqid=4e2e7c382e804f1f8dd3411c6504b47b-001,Mar 2020,5,,,,Automatic,,"['Christchurch City, Canterbury, NZ']",,"Silver, Sedan",Aug 2019,,HRJ761,3498,,"2 owners, Imported",,Petrol,"['$7,500']","135,245",[]
,[],https://www.trademe.co.nz/motors/used-cars/nissan/auction-2059972814.htm?rsqid=05cbfa53c672463aa78b4ea50b983640-001,,5,,,,Automatic,Turbo,"['Lower Hutt City, Wellington, NZ']",,,,RV/SUV,,1598,,,,Petrol,"['$37,990']",less than 1000,[]
,[],https://www.trademe.co.nz/motors/used-cars/mercedesbenz/auction-2058009553.htm?rsqid=18e97208c68944a398bf6033e0e509b9-001,Jan 2020,5,,,,Automatic,,"['Warkworth, Auckland, NZ']",,"Silver, 5 door, RV/SUV",Jan 2020,,DQT197,3498,,"3 owners, NZ New",Yes,Petrol,"['$9,995']","226,840",[]
,[],https://www.trademe.co.nz/motors/used-cars/toyota/auction-2156782044.htm?rsqid=5944f9b07d994274bd160adcc32abd62-001,,7,,,,Automatic,GXL 2.8DT 4WD Auto,"['Morrinsville, Waikato, NZ']",,"BLUE, RV/SUV",,,LSA16,2755,,,,Diesel,"['$53,990']","1,480",[]
,[],https://www.trademe.co.nz/motors/used-cars/kia/auction-2152684274.htm?rsqid=fd2aa374db104a03a346fe65449a1287-001,,5,,NZ New,CD(s),Automatic,EX URBAN 2.0L 2WD,"['Auckland City, Auckland, NZ']",,"Red, 5 door, RV/SUV",,,JSC353,1999,,,,Petrol,"['$25,999']","38,259",[]
,[],https://www.trademe.co.nz/motors/used-cars/mazda/auction-2147868511.htm?rsqid=e40b2cffff62410a9559c877d7edf43f-001,,5,,,CD(s),Automatic,New Shape Skyactiv Technology,"['Auckland City, Auckland, NZ']",,"Blue, 4 door, Sedan",,,,1490,,,,Petrol,"['$14,990']","73,500",[]
,[],https://www.trademe.co.nz/motors/used-cars/suzuki/auction-2149522515.htm?rsqid=d4d05d3313324e4981ca29ca5ab98adc-001,,,,NZ New,,Tiptronic,Prestige Turbo,"['New Plymouth, Taranaki, NZ']",,"Canyon Bronze, RV/SUV",,,KKS216,1400,,,,Petrol,"['$24,990']","44,716",[]
,[],https://www.trademe.co.nz/motors/used-cars/nissan/auction-2061393483.htm?rsqid=107e8d86b90447828a22f82611b7eb1c-001,,5,,,,Automatic,2.0 2WD LOW KM,"['Manukau, Auckland, NZ']",,"Silver, 5 door, RV/SUV",,,,2000,,,,Petrol,"['$8,920']","60,790",[]
,[],https://www.trademe.co.nz/motors/used-cars/mazda/auction-2151929954.htm?rsqid=8505a6ba1dc84f049960c6be256f893b-001,,5,,,CD(s),Automatic,Sports 25 No Deposit Finance,"['Auckland City, Auckland, NZ']",,"Black, 5 door, Station Wagon",,,,2488,,,,Petrol,"['$11,990']","77,300",[]
,[],https://www.trademe.co.nz/motors/used-cars/toyota/auction-2055643845.htm?rsqid=684f9d9bc20941c2a91772ec0e913cfd-001,,5,,Imported,"CD(s), Radio",Automatic,G 1500CC SPORTS,"['Manukau, Auckland, NZ']",,"Pearl, 5 door, Hatchback",,,,1500,,,,Petrol,"['$5,470']","48,980",[]
,[],https://www.trademe.co.nz/motors/used-cars/bmw/auction-2059139489.htm?rsqid=05cbfa53c672463aa78b4ea50b983640-001,,,,,,Automatic,,"['Christchurch City, Canterbury, NZ']",,"Blue, 5 door, RV/SUV",,,,3000,,,,Petrol,"['$24,999']","110,542",[]
,[],https://www.trademe.co.nz/motors/used-cars/toyota/auction-2057913082.htm?rsqid=18e97208c68944a398bf6033e0e509b9-001,,12,,,CD(s),Automatic,3.0TD 12 Seat,"['Christchurch City, Canterbury, NZ']",,"White, Van",,,GNH610,3000,,,,Diesel,"['$45,990']","28,761",[]
,[],https://www.trademe.co.nz/motors/used-cars/jeep/auction-2061013898.htm?rsqid=c8fcaf3c472c48539f51827965642933-001,,5,,NZ New,Radio,Automatic,Limited 2.0 Diesel,"['Manukau, Auckland, NZ']",,"Silver, 5 door, RV/SUV",,,MDA548,1956,,,Yes,Diesel,"['$24,995']","113,900",[]
,[],https://www.trademe.co.nz/motors/used-cars/honda/auction-2047480846.htm?rsqid=6f4849456d034cf5839ffe876de81548-001,,5,,,,Automatic,"1.5 vtec, nice n tidy","['North Shore, Auckland, NZ']",,"Black, 5 door, Station Wagon",,,,1500,,,,Petrol,"['$5,420']","66,000",[]
"4 cylinder, 2999",[],https://www.trademe.co.nz/motors/used-cars/holden/auction-2153532118.htm?rsqid=ddf2ec705c414acea9b50af25c5865fa-001,May 2020,5,,,,Manual,Lt Crew Pu,"['Tauranga, Bay of Plenty, NZ']",,"Fire Fox , 4 door, Ute",Sep 2019,,CNS15,,,"1 owner, NZ New",,Diesel,"['$15,000']","154,081",[]
,[],https://www.trademe.co.nz/motors/used-cars/mitsubishi/auction-2152442488.htm?rsqid=fd2aa374db104a03a346fe65449a1287-001,,,,NZ New,"CD(s), Radio",Automatic,GSR Limited Final Edition!,"['New Plymouth, Taranaki, NZ']",,"Blue Metallic, 4 door, Sedan",,,LMM982,2000,,,,Petrol,"['$22,990']","6,600",[]
,[],https://www.trademe.co.nz/motors/used-cars/holden/auction-2148395910.htm?rsqid=dfcacf56cbf54a1da46ab9fd1b25b143-001,,5,,NZ New,,Automatic,LTZ 2.8D D/C 2WD AUTO,"['Christchurch City, Canterbury, NZ']",,"Grey, 4 door, Ute",,,JCU879,2776,,,,Diesel,"['$29,950']","71,258",[]
"4 cylinder, 1598",[],https://www.trademe.co.nz/motors/used-cars/bmw/auction-2061615791.htm?rsqid=107e8d86b90447828a22f82611b7eb1c-001,May 2020,5,,,,Automatic,F20 Msport Estoril Blue Metallic,"['Waitakere, Auckland, NZ']",,"Blue, 5 door, Hatchback",Oct 2019,,JFJ385,,,"2 owners, Imported",,Petrol,"['$16,888']","41,999",[]
,[],https://www.trademe.co.nz/motors/used-cars/toyota/auction-2045897212.htm?rsqid=3112c85950724cfdb153d1adf85f74e7-001,,5,,,,Automatic,Levin SX 1.8P,"['Morrinsville, Waikato, NZ']",,"BLUE, Hatchback",,,KYB476,1798,,,,Petrol,"['$24,990']","16,200",[]
"8 cylinder, 5700",[],https://www.trademe.co.nz/motors/used-cars/land-rover/auction-2156617766.htm?rsqid=c2e42849d2484b83ae86f28dd1213895-001,,2,,,,Manual,1952 modified series 1,"['Wellington City, Wellington, NZ']",,"Land Rover green, 2 door, Convertible",,,YA1392,,,,Yes,Petrol,"['$11,000']","24,000",[]
,[],https://www.trademe.co.nz/motors/used-cars/mercedesbenz/auction-2156533073.htm?rsqid=c2e42849d2484b83ae86f28dd1213895-001,,5,,,,Automatic,Stunning Example and Genuine Mileage,"['Hamilton, Waikato, NZ']",,"SILVER, Sedan",,,LSY390,1990,,,,Petrol,"['$37,990']","32,610",[]
,[],https://www.trademe.co.nz/motors/used-cars/nissan/auction-2056225886.htm?rsqid=d1cf42f50e954c7b963fee547390ff0b-001,Nov 2019,2,,,,Automatic,40th anniversary,"['Manukau, Auckland, NZ']",,"dark burgandy , 2 door, Convertible",Jul 2019,,LSW710,3696,,"2 owners, Imported",,Petrol,"['$21,995']","106,900",[]
"4 cylinder, 1340",[],https://www.trademe.co.nz/motors/used-cars/mazda/auction-2154402866.htm?rsqid=72859354cc9649ea924a0243b084880b-001,May 2020,5,,,,Manual,,"['Manukau, Auckland, NZ']",,"Silver, 5 door, Hatchback",Dec 2019,,,,,"1 owner, Imported",,Petrol,"['$3,999']","86,199",[]
,[],https://www.trademe.co.nz/motors/used-cars/land-rover/auction-2056433043.htm?rsqid=d1cf42f50e954c7b963fee547390ff0b-001,Jun 2019,7,,,,Automatic,Sd4 Se,"['Auckland City, Auckland, NZ']",,"Black, 5 door, RV/SUV",,,JYN259,2179,,"1 owner, NZ New",Yes,Diesel,"['$50,000']","59,700",[]
,[],https://www.trademe.co.nz/motors/used-cars/suzuki/auction-2054972175.htm?rsqid=1c4f1bb25067426f8c3fc7e3b4c78a9c-001,,5,,,,Manual,GL 1.4 NZ New,"[""Napier, Hawke's Bay, NZ""]",,"BLACK, Hatchback",,,GDW743,1372,,,,Petrol,"['$9,990']","85,000",[]
